Seed,MAE,Param
243,-0.40681653402311313,"{'n_estimators': 29, 'max_depth': 12}"
244,-0.693143805417207,"{'n_estimators': 36, 'max_depth': 22}"
245,-0.7479805133618148,"{'n_estimators': 80, 'max_depth': 21}"
246,-0.5312947055400696,"{'n_estimators': 5, 'max_depth': 37}"
247,-0.5189990975663121,"{'n_estimators': 77, 'max_depth': 38}"
248,-0.7788645134768878,"{'n_estimators': 100, 'max_depth': 7}"
249,-0.6282148329767858,"{'n_estimators': 44, 'max_depth': 25}"
250,-0.36362281824558085,"{'n_estimators': 43, 'max_depth': 5}"
251,-0.42721565387069615,"{'n_estimators': 45, 'max_depth': 5}"
252,-0.5757289615909887,"{'n_estimators': 82, 'max_depth': 11}"
253,-0.4732886482083999,"{'n_estimators': 95, 'max_depth': 11}"
254,-0.43492529809887537,"{'n_estimators': 5, 'max_depth': 16}"
255,-0.6512424341159893,"{'n_estimators': 9, 'max_depth': 45}"
256,-0.21453290358099775,"{'n_estimators': 97, 'max_depth': 15}"
257,-0.2585930424507038,"{'n_estimators': 88, 'max_depth': 14}"
258,-0.8286919455465505,"{'n_estimators': 18, 'max_depth': 26}"
259,-0.5945185208575752,"{'n_estimators': 94, 'max_depth': 5}"
260,-0.7224048714534079,"{'n_estimators': 47, 'max_depth': 20}"
261,-0.29973554864709007,"{'n_estimators': 81, 'max_depth': 43}"
262,-0.6764428777009317,"{'n_estimators': 68, 'max_depth': 43}"
263,-0.6029945805175638,"{'n_estimators': 98, 'max_depth': 16}"
264,-0.4113433058360305,"{'n_estimators': 50, 'max_depth': 35}"
265,-0.32349002436347196,"{'n_estimators': 15, 'max_depth': 22}"
266,-0.5411956086561245,"{'n_estimators': 92, 'max_depth': 37}"
267,-0.8477558237205174,"{'n_estimators': 13, 'max_depth': 22}"
268,-0.3507794848359991,"{'n_estimators': 96, 'max_depth': 11}"
269,-0.4788618478974017,"{'n_estimators': 50, 'max_depth': 12}"
270,-0.5578926595298922,"{'n_estimators': 100, 'max_depth': 19}"
271,-0.6717708655677972,"{'n_estimators': 13, 'max_depth': 17}"
272,-0.4168508893510039,"{'n_estimators': 100, 'max_depth': 31}"
273,-0.5538949331441998,"{'n_estimators': 81, 'max_depth': 13}"
274,-0.5441640198737011,"{'n_estimators': 14, 'max_depth': 40}"
275,-0.6494884927857274,"{'n_estimators': 17, 'max_depth': 14}"
276,-0.2943022180964372,"{'n_estimators': 74, 'max_depth': 48}"
277,-0.5791940394252628,"{'n_estimators': 21, 'max_depth': 10}"
278,-0.6500078258162303,"{'n_estimators': 84, 'max_depth': 12}"
279,-0.6421849301802426,"{'n_estimators': 100, 'max_depth': 5}"
280,-0.70595189377845,"{'n_estimators': 8, 'max_depth': 7}"
281,0.16047986490743327,"{'n_estimators': 74, 'max_depth': 28}"
282,-0.509858362364155,"{'n_estimators': 26, 'max_depth': 19}"
283,-0.5385245492057599,"{'n_estimators': 60, 'max_depth': 16}"
284,-0.5304192933778353,"{'n_estimators': 38, 'max_depth': 17}"
285,-0.5800305768799572,"{'n_estimators': 95, 'max_depth': 8}"
286,-0.3779774594652785,"{'n_estimators': 60, 'max_depth': 33}"
287,-0.4157447985644668,"{'n_estimators': 89, 'max_depth': 20}"
288,-0.345530324269957,"{'n_estimators': 41, 'max_depth': 15}"
289,-0.6688415052261356,"{'n_estimators': 47, 'max_depth': 40}"
290,-0.7179404377753507,"{'n_estimators': 5, 'max_depth': 10}"
291,-0.5862514641268138,"{'n_estimators': 20, 'max_depth': 49}"
292,-0.7182043435326941,"{'n_estimators': 47, 'max_depth': 6}"
293,-0.503133247048082,"{'n_estimators': 26, 'max_depth': 11}"
294,-0.5326543607416183,"{'n_estimators': 96, 'max_depth': 23}"
295,-0.37057316641456983,"{'n_estimators': 79, 'max_depth': 43}"
296,-0.5126655026721991,"{'n_estimators': 10, 'max_depth': 9}"
297,-0.5165045012308808,"{'n_estimators': 48, 'max_depth': 31}"
298,-0.7912045685011144,"{'n_estimators': 9, 'max_depth': 17}"
299,-0.28732306795105467,"{'n_estimators': 72, 'max_depth': 25}"
300,-0.7160991466778504,"{'n_estimators': 96, 'max_depth': 9}"
301,-0.37659948135289645,"{'n_estimators': 9, 'max_depth': 21}"
302,-0.5162990230160105,"{'n_estimators': 35, 'max_depth': 7}"
303,-0.5011076252640979,"{'n_estimators': 14, 'max_depth': 25}"
304,-0.5189250952940465,"{'n_estimators': 91, 'max_depth': 8}"
305,-0.6400165784819469,"{'n_estimators': 96, 'max_depth': 5}"
306,-0.30308021973989485,"{'n_estimators': 99, 'max_depth': 40}"
307,-0.4584015924493743,"{'n_estimators': 72, 'max_depth': 5}"
308,-0.2852330834072595,"{'n_estimators': 98, 'max_depth': 15}"
309,-0.5509817101797223,"{'n_estimators': 64, 'max_depth': 19}"
310,-0.6204731108206267,"{'n_estimators': 62, 'max_depth': 17}"
311,-0.7716657538607925,"{'n_estimators': 82, 'max_depth': 35}"
312,-0.47225750401513134,"{'n_estimators': 100, 'max_depth': 33}"
313,-0.5639450681981271,"{'n_estimators': 97, 'max_depth': 5}"
314,-0.4199000747756242,"{'n_estimators': 9, 'max_depth': 6}"
315,-0.2686008462344671,"{'n_estimators': 76, 'max_depth': 24}"
316,-0.6163772930065619,"{'n_estimators': 28, 'max_depth': 48}"
317,-0.8414523398987248,"{'n_estimators': 58, 'max_depth': 8}"
318,-0.4999706131454994,"{'n_estimators': 22, 'max_depth': 16}"
319,-0.4213004681476591,"{'n_estimators': 36, 'max_depth': 9}"
320,-0.32382175741104813,"{'n_estimators': 88, 'max_depth': 9}"
321,-0.7074242698684454,"{'n_estimators': 88, 'max_depth': 6}"
322,-0.5323028562844907,"{'n_estimators': 32, 'max_depth': 16}"
323,-0.6308505580132291,"{'n_estimators': 9, 'max_depth': 45}"
324,-0.41264022971036873,"{'n_estimators': 14, 'max_depth': 11}"
325,-0.3418520368473521,"{'n_estimators': 95, 'max_depth': 21}"
326,-0.42228382256779007,"{'n_estimators': 100, 'max_depth': 42}"
327,-0.6708289168989714,"{'n_estimators': 8, 'max_depth': 14}"
328,-0.37643981969776497,"{'n_estimators': 91, 'max_depth': 5}"
329,-0.5635866139347601,"{'n_estimators': 39, 'max_depth': 17}"
330,-0.7396982970928672,"{'n_estimators': 10, 'max_depth': 50}"
331,-0.7763252770440281,"{'n_estimators': 5, 'max_depth': 15}"
332,-0.5162605230950218,"{'n_estimators': 80, 'max_depth': 5}"
333,-0.6497061172443219,"{'n_estimators': 60, 'max_depth': 5}"
334,-0.38241348212788073,"{'n_estimators': 97, 'max_depth': 42}"
335,-0.44101045837462716,"{'n_estimators': 37, 'max_depth': 14}"
336,-0.5486215974533224,"{'n_estimators': 8, 'max_depth': 9}"
337,-0.5043091492215068,"{'n_estimators': 94, 'max_depth': 5}"
338,-0.544783921147969,"{'n_estimators': 19, 'max_depth': 13}"
339,-0.38357998277314864,"{'n_estimators': 26, 'max_depth': 5}"
340,-0.1991127708876702,"{'n_estimators': 79, 'max_depth': 5}"
341,-0.6226593840969179,"{'n_estimators': 69, 'max_depth': 35}"
342,-0.7254834696208865,"{'n_estimators': 24, 'max_depth': 44}"
343,-0.5835127031125752,"{'n_estimators': 84, 'max_depth': 11}"
344,-0.15586504183608652,"{'n_estimators': 28, 'max_depth': 6}"
345,-0.4144991943320856,"{'n_estimators': 28, 'max_depth': 11}"
346,-0.5856449444529133,"{'n_estimators': 5, 'max_depth': 12}"
347,-0.1722141525375227,"{'n_estimators': 49, 'max_depth': 29}"
348,-0.40219825978965495,"{'n_estimators': 16, 'max_depth': 13}"
349,-0.5867717492465472,"{'n_estimators': 11, 'max_depth': 38}"
350,-0.6638356704621555,"{'n_estimators': 6, 'max_depth': 10}"
351,-0.5762167152483307,"{'n_estimators': 92, 'max_depth': 35}"
352,-0.5732382391933293,"{'n_estimators': 6, 'max_depth': 32}"
353,-0.6636368760082559,"{'n_estimators': 6, 'max_depth': 16}"
354,-0.609501198634977,"{'n_estimators': 25, 'max_depth': 16}"
355,-0.5433673177326935,"{'n_estimators': 11, 'max_depth': 14}"
356,-0.5239103463155259,"{'n_estimators': 60, 'max_depth': 5}"
357,-0.5017395694618583,"{'n_estimators': 76, 'max_depth': 5}"
358,-0.6203052336964621,"{'n_estimators': 9, 'max_depth': 31}"
359,-0.6216950214543975,"{'n_estimators': 25, 'max_depth': 17}"
360,-0.133822970694782,"{'n_estimators': 55, 'max_depth': 15}"
361,-0.5504240896059951,"{'n_estimators': 59, 'max_depth': 15}"
362,-0.7650682474266871,"{'n_estimators': 29, 'max_depth': 7}"
363,-0.6730580789096745,"{'n_estimators': 92, 'max_depth': 5}"
