material_id,formula_pretty,band_gap,bulk_modulus,cbm,composition,density,density_atomic,dos_energy_down,dos_energy_up,e_electronic,e_ij_max,e_ionic,e_total,efermi,energy_above_hull,energy_per_atom,equilibrium_reaction_energy_per_atom,es_source_calc_id,formation_energy_per_atom,grain_boundaries,has_reconstructed,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,n,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,shape_factor,shear_modulus,surface_anisotropy,symmetry,task_ids,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,vbm,volume,weighted_surface_energy,weighted_surface_energy_EV_PER_ANG2,weighted_work_function
mp-1078548,Mg7Ti,0.0,,3.6337,Mg7 Ti1,2.068507734480809,21.875724197364107,,,,,,,3.64495624,0.11154865770833355,-2.3020491075,,,0.11154865770833355,,,,False,True,True,False,,2,8,1.0,1.0,FM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1789650), MPID(mp-1078548), MPID(mp-1704061), MPID(mp-2284977), MPID(mp-2285849), MPID(mp-1425579), MPID(mp-2261450)]",False,1.703004,1.703004,0.009731129268198134,-2.3020491075,,3.6615,175.00579357891286,,,
mp-1078584,Mn3Ga,0.0,,,Mn6 Ga2,8.126337808243669,11.98135262236013,,,,,,,6.09024579,0.09738024353448083,-13.91213536172414,,,-0.03894036758620878,,,,False,True,True,False,,2,8,6.0,1.0,FM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1593749), MPID(mp-1671258), MPID(mp-1078584), MPID(mp-1300502), MPID(mp-2687451), MPID(mp-1095056), MPID(mp-1795652), MPID(mp-2186163)]",False,7.7642089,3.88210445,0.08100305058118072,-7.601298145,,,95.85082097888105,,,
mp-1078602,ZrIn3,0.0,,,Zr2 In6,8.092352672225985,22.350123899727127,,,,,,,8.07756257,0.0032203587499992636,-22.94784660125,,,-0.3264558400000013,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2280432), MPID(mp-1524231), MPID(mp-1975295), MPID(mp-1790390), MPID(mp-2179315), MPID(mp-2264364), MPID(mp-1699735), MPID(mp-2279629), MPID(mp-1078602), MPID(mp-1602584), MPID(mp-1435520), MPID(mp-2332145), MPID(mp-1974624)]",False,1e-07,5e-08,5.592810158941719e-10,-22.94784660125,,,178.800991197817,,,
mp-1078656,K3Mn,0.0,,,K6 Mn2,1.3552739775311289,52.75677436252924,,,,,,,0.34608313,0.6517699132672412,-7.532761707799569,,,0.6517699132672412,,,,False,True,True,False,,2,8,2.0,1.0,FM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1816627), MPID(mp-1598884), MPID(mp-2338573), MPID(mp-2176996), MPID(mp-1381220), MPID(mp-1078656), MPID(mp-1676536)]",False,9.3494956,4.6747478,0.022152357950641986,-2.47153312,,,422.05419490023394,,,
mp-1078666,GaPt3,0.0,,,Ga2 Pt6,17.705133131759496,15.357291682763108,,,,,,,6.89435836,0.014097253750001926,-5.740439185,,,-0.43006518937499827,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2286641), MPID(mp-1803073), MPID(mp-1587507), MPID(mp-2286834), MPID(mp-2448503), MPID(mp-1092273), MPID(mp-2285880), MPID(mp-1078666), MPID(mp-2194773), MPID(mp-1701165), MPID(mp-1436864)]",False,0.0020242,0.0010121,1.6475886844292543e-05,-5.740439185,,,122.85833346210487,,,
mp-1078699,NbPt3,0.0,,,Nb2 Pt6,17.869593145178,15.7545344511109,,,,,,,7.31158691,0.0015461556250002673,-45.50525247625,,,-0.7059461387500008,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1425006), MPID(mp-2282570), MPID(mp-1078699), MPID(mp-1932014), MPID(mp-2278461), MPID(mp-2281743), MPID(mp-2687109), MPID(mp-2049505), MPID(mp-1701543), MPID(mp-1592639), MPID(mp-1523726), MPID(mp-2025800), MPID(mp-2191040)]",False,2e-07,1e-07,1.586844732072497e-09,-45.50525247625,,,126.0362756088872,,,
mp-1078721,InPd3,0.0,,,In2 Pd6,11.219554477336656,16.06132129416564,,,,,,,5.90008113,0.0,-23.35721151625,-0.07830533250000116,,-0.49222371375000407,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2268761), MPID(mp-1436200), MPID(mp-1880973), MPID(mp-1092263), MPID(mp-1079943), MPID(mp-1699287), MPID(mp-2185369), MPID(mp-1523595), MPID(mp-2269496), MPID(mp-1078721), MPID(mp-1593959), MPID(mp-2449842), MPID(mp-2024045), MPID(mp-2024882), MPID(mp-2278526)]",False,0.0,0.0,0.0,-23.35721151625,,,128.49057035332513,,,
mp-1078753,LiTl,0.0,,3.702,Li4 Tl4,6.956208888749542,25.222952723532924,,,,,,,3.70238595,0.17615142374999948,-27.86245383625,,,-0.0794483395833332,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1432876), MPID(mp-2283825), MPID(mp-2280260), MPID(mp-1831928), MPID(mp-1695546), MPID(mp-1078753), MPID(mp-2283197)]",False,0.0013984,0.0003496,6.930195759234494e-06,-2.18922124125,,3.7328,201.7836217882634,,,
mp-1078755,SbPt3,0.0,,,Sb2 Pt6,17.461310765888953,16.808890556608077,,,,,,,8.71966737,0.04687161687499497,-45.24403387375,,,-0.20166726624999853,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1789589), MPID(mp-2441631), MPID(mp-2017897), MPID(mp-2018284), MPID(mp-1078881), MPID(mp-1078755), MPID(mp-1587690), MPID(mp-2185251), MPID(mp-1428346), MPID(mp-1700247)]",False,0.0,0.0,0.0,-45.24403387375,,,134.47112445286461,,,
mp-1078766,GaFe3,0.0,,,Ga2 Fe6,8.0889151606326,12.176421993544913,,,,,,,5.38019841,0.040149133749999066,-7.204708401250001,,,-0.09516848812500012,,,,False,True,True,False,,2,8,6.0,1.0,FM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2185360), MPID(mp-2279786), MPID(mp-2280642), MPID(mp-2341968), MPID(mp-1078766), MPID(mp-1587950), MPID(mp-1524054), MPID(mp-1783708), MPID(mp-2281200), MPID(mp-1416616), MPID(mp-2024712), MPID(mp-2049423), MPID(mp-1700770)]",False,14.8537208,7.4268604,0.15248445733765637,-13.75805170125,,,97.41137594835931,,,
mp-1078864,KGa,0.0,,,K4 Ga4,2.4523270182220904,36.84296967441265,,,,,,,0.75084581,0.076792982583334,-2.11801724,,,-0.03828436737499974,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2180706), MPID(mp-1807451), MPID(mp-1699870), MPID(mp-2688302), MPID(mp-1180770), MPID(mp-1597601), MPID(mp-1078864), MPID(mp-1424419)]",False,0.0003708,9.27e-05,1.2580419116483425e-06,-2.11801724,,,294.7437573953012,,,
mp-1078873,Mn3Ge,0.0,,,Mn6 Ge2,8.128816307880612,12.126669270129405,,,,,,,7.11517078,0.06824303249999986,-8.0806725475,,,-0.053404114698277994,,,,False,True,True,False,,2,8,6.0,1.0,FM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1588847), MPID(mp-2687874), MPID(mp-1080065), MPID(mp-1434932), MPID(mp-1087528), MPID(mp-1078873), MPID(mp-1697304), MPID(mp-1796224), MPID(mp-2189813), MPID(mp-2282416), MPID(mp-2280267), MPID(mp-2282323)]",False,9.7762286,4.8881143,0.1007719883983411,-8.0806725475,,,97.01335416103524,,,
mp-1078895,Mn3Pd5,0.0,,,Mn3 Pd5,9.64254104039687,15.001921464282614,,,,,,,4.66249032,0.0,-6.92561279375,-0.020341291120690386,,-0.252430927974137,,,,False,True,True,True,,2,8,7.0,5.0,FM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1523735), MPID(mp-1804240), MPID(mp-1592916), MPID(mp-1433930), MPID(mp-1699320), MPID(mp-2189830), MPID(mp-2028448), MPID(mp-2343972), MPID(mp-1078895), MPID(mp-2024459)]",False,13.9046551,13.9046551,0.11585728479102622,-20.359596955,,,120.01537171426091,,,
mp-1078955,NaTl,0.0,,,Na4 Tl4,6.399655984537216,29.49860626449683,,,,,,,3.30674344,0.04593826749999863,-28.4919333325,,,-0.12019075750000141,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1524298), MPID(mp-2180285), MPID(mp-1300201), MPID(mp-1080063), MPID(mp-1777359), MPID(mp-1678308), MPID(mp-2691299), MPID(mp-2034448), MPID(mp-1601244), MPID(mp-2035306), MPID(mp-1078955)]",False,1.3e-06,3.25e-07,5.508734837943092e-09,-28.4919333325,,,235.98885011597463,,,
mp-1078957,Ta3Be2,0.0,,,Ta6 Be4,13.199328114196867,14.111979394560782,,,,,,,4.68146779,0.0,-8.789195627999998,-0.005952905399999153,,-0.17327395639999849,,,,False,False,True,True,,2,10,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2049357), MPID(mp-1599965), MPID(mp-1078957), MPID(mp-2440610), MPID(mp-1698839), MPID(mp-1787752), MPID(mp-1416007), MPID(mp-2179065), MPID(mp-1523543), MPID(mp-2051014)]",False,0.0,0.0,0.0,-31.086392323000002,,,141.11979394560782,,,
mp-1078964,Mg3Au,0.0,,4.0734,Mg6 Au2,5.613373360269527,19.95898276835293,,,,,,,4.09231536,0.016496108333333925,-2.417436673333331,,,-0.3761136620833305,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1935375), MPID(mp-1078964), MPID(mp-2022185), MPID(mp-2279769), MPID(mp-2023052), MPID(mp-2284319), MPID(mp-1702697), MPID(mp-1423764), MPID(mp-2278879)]",False,0.0,0.0,0.0,-16.1866959075,,4.1037,159.67186214682343,,,
mp-1078988,Mg7V,0.0,,,Mg7 V1,2.2120346147695953,20.744824838298953,,,,,,,3.92844442,0.20487851187500006,-2.35727101,,,0.20487851187500006,,,,False,True,True,False,,2,8,1.0,1.0,FM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1078988), MPID(mp-1781145), MPID(mp-1383846)]",True,2.4845869,2.4845869,0.014971124842983567,-2.35727101,,,165.95859870639163,,,
mp-1079065,Zr3Co,0.0,,,Zr6 Co2,7.1160416872617605,19.40348104762637,,,,,,,4.44265341,0.3315960737500028,-20.204537333749997,,,0.16636437750000255,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2282738), MPID(mp-2191284), MPID(mp-2318993), MPID(mp-2282876), MPID(mp-1700580), MPID(mp-1590220), MPID(mp-1869745), MPID(mp-1431598), MPID(mp-1079065), MPID(mp-2286307)]",False,0.0179619,0.00898095,0.00011571312871587338,-8.06697121375,,,155.22784838101097,,,
mp-1079072,Mg3In,0.0,,4.9494,Mg6 In2,3.5338327832107073,22.05381519968132,,,,,,,4.96371991,0.001179484999999758,-1.985689902499999,,,-0.07304395541666509,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2280522), MPID(mp-2262400), MPID(mp-1428134), MPID(mp-1702261), MPID(mp-2026091), MPID(mp-1079072), MPID(mp-2026076), MPID(mp-2284100), MPID(mp-1827289)]",False,0.0,0.0,0.0,-8.8764881225,,4.9789,176.43052159745056,,,
mp-1079116,Mg7Sc,0.0,,,Mg7 Sc1,1.9497762286309608,22.89793932515836,,,,,,,3.2978007,0.05034828250000034,-2.176122785,,,0.042097116250000344,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2046821), MPID(mp-1079116), MPID(mp-2046607), MPID(mp-1444531), MPID(mp-1832381)]",True,0.0014828,0.0014828,8.09461486328391e-06,-5.04719423375,,,183.1835146012669,,,
mp-1079131,VIr,0.0,,,V4 Ir4,14.709831520313555,13.724636752918066,,,,,,,8.2430185,0.02547384249999851,-33.807574645,,,-0.5831100550000059,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1786314), MPID(mp-2048797), MPID(mp-2101582), MPID(mp-1628421), MPID(mp-1079131), MPID(mp-2308299), MPID(mp-2020488), MPID(mp-1384056), MPID(mp-1751012)]",True,2e-07,5e-08,1.821541833861987e-09,-33.807574645,,,109.79709402334453,,,
mp-1079139,K3Co,0.0,,,K6 Co2,1.0912572416882993,67.04047982473374,,,,,,,-0.42103506,0.8684902127499994,-6.953765521937501,,,0.8684902127499994,,,,False,True,True,False,,2,8,2.0,1.0,FM,,,,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='2.0.2',"[MPID(mp-1926007), MPID(mp-1079139), MPID(mp-1602900), MPID(mp-1708918), MPID(mp-2693290), MPID(mp-1426906), MPID(mp-2136628)]",False,4.0631794,2.0315897,0.007575981352278712,-1.74138844625,,,536.3238385978699,,,
mp-1079163,Mg7Nb,0.27859999999999996,,3.7595,Mg7 Nb1,2.578987960692272,21.17063428948352,,,,,,,3.45558537,0.1390659943750001,-2.55025839875,,,0.1390659943750001,,,,True,False,False,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1406849), MPID(mp-1079163), MPID(mp-1780946)]",True,0.0058963,0.0058963,3.4814143493382353e-05,-2.55025839875,,3.4809,169.36507431586816,,,
mp-1079229,Mg3Pd,0.0,,3.8497,Mg6 Pd2,3.8548007460913567,19.313110658875377,,,,,,,3.87278099,0.02301892583333176,-2.8935355645833347,,,-0.37571260083333424,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2022529), MPID(mp-2265595), MPID(mp-1704331), MPID(mp-1935176), MPID(mp-2048801), MPID(mp-1524143), MPID(mp-2282698), MPID(mp-2284573), MPID(mp-1434396), MPID(mp-1079229)]",False,0.0,0.0,0.0,-9.25079035,,3.8778,154.50488527100302,,,
mp-1079231,KCo,0.0,,,K4 Co4,2.81046576037137,28.96052488879858,,,,,,,1.30091917,0.8162884310000003,-8.809959102125,,,0.8162884310000003,,,,False,True,True,False,,2,8,2.0,1.0,FM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1934297), MPID(mp-1079231)]",False,6.8371428,1.7092857,0.029510613266908042,-3.29306994,,,231.68419911038865,,,
mp-1079240,LiAl,0.0,,3.029,Li4 Al4,1.5147282055461886,18.593996063879597,,,,,,,3.05350222,0.08662110999999939,-4.681260050000001,,,-0.12185767833333383,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2267530), MPID(mp-2282836), MPID(mp-1079240), MPID(mp-1932957), MPID(mp-2278773), MPID(mp-1427770), MPID(mp-1697149)]",False,0.0,0.0,0.0,-2.918266955,,3.0586,148.75196851103678,,,
mp-1079296,HfAu3,0.0,,,Hf2 Au6,17.842935485086485,17.900665321875916,,,,,,,5.75626189,0.0,-49.751654675,-0.05286310035714337,,-0.5250807150000014,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1523546), MPID(mp-2122315), MPID(mp-2262010), MPID(mp-2284325), MPID(mp-1779863), MPID(mp-1591009), MPID(mp-2319255), MPID(mp-1417372), MPID(mp-2050070), MPID(mp-2279299), MPID(mp-1079296), MPID(mp-2050178), MPID(mp-1698040)]",False,0.0,0.0,0.0,-49.751654675,,,143.20532257500733,,,
mp-1079298,NaTl,0.0,,,Na4 Tl4,6.399517960261013,29.499242488006775,,,,,,,3.28279319,0.05368205749999788,-28.4841895425,,,-0.11244696750000216,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1698005), MPID(mp-2013123), MPID(mp-2133444), MPID(mp-2266768), MPID(mp-2278851), MPID(mp-2282627), MPID(mp-2015535), MPID(mp-1079298), MPID(mp-1597840), MPID(mp-1924824), MPID(mp-2440382), MPID(mp-1418245)]",False,5e-07,1.25e-07,2.118698472525524e-09,-28.4841895425,,,235.9939399040542,,,
mp-1079337,FeNi3,0.0,,,Fe2 Ni6,8.911733920126602,10.803757680063992,,,,,,,7.29812498,0.035294448750001095,-6.507072718749999,,,-0.05446490624999889,,,,False,True,True,False,,2,8,8.0,8.0,FM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1781828), MPID(mp-2026270), MPID(mp-2310527), MPID(mp-1079337), MPID(mp-1761579), MPID(mp-1386394), MPID(mp-2155109), MPID(mp-2051150), MPID(mp-1627481), MPID(mp-1524430)]",True,10.150113,5.0750565,0.11743729937049874,-12.68013483375,,,86.43006144051193,,,
mp-1079382,YMg7,0.0,,,Y1 Mg7,2.1477691430696013,25.034548793236564,,,,,,,2.99250622,0.08158782374999918,-2.18745829875,,,0.052839401875000025,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1079382), MPID(mp-1827801), MPID(mp-1393444)]",True,0.0949079,0.0949079,0.0004738846143376504,-2.18745829875,,,200.2763903458925,,,
mp-1079399,V3Fe,0.0,,,V6 Fe2,7.032407233989386,12.318109760593384,,,,,,,5.91673307,0.0,-9.10157174125,-0.12836797708333236,,-0.17113688625000023,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1432203), MPID(mp-1593065), MPID(mp-2025226), MPID(mp-2694043), MPID(mp-2257706), MPID(mp-2256283), MPID(mp-2026015), MPID(mp-1695588), MPID(mp-1795780), MPID(mp-1079399), MPID(mp-2285241), MPID(mp-2190641), MPID(mp-1524973)]",False,3.09e-05,1.545e-05,3.1356271985466845e-07,-14.22259169625,,,98.54487808474707,,,
mp-1079408,Li5In4,0.0,,4.7914,Li5 In4,4.754285715933746,19.170261563577405,,,,,,,4.79787504,0.0,-11.748447896666667,-0.008818662222223494,,-0.3875708314814798,,,,False,False,True,True,,2,9,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2023892), MPID(mp-2049918), MPID(mp-2269116), MPID(mp-1079408), MPID(mp-1778586), MPID(mp-1546872), MPID(mp-1673437), MPID(mp-2284353), MPID(mp-2278840), MPID(mp-1300594)]",False,0.0,0.0,0.0,-11.748447896666667,,4.8218,172.53235407219665,,,
mp-1079460,Ti3Sn,0.0,,,Ti6 Sn2,6.106363106928641,17.83294145269057,,,,,,,7.55644917,0.0,-16.20891817125,-0.04430176916666895,,-0.31905446625000167,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1881916), MPID(mp-1589092), MPID(mp-2288214), MPID(mp-2285229), MPID(mp-2025754), MPID(mp-1785433), MPID(mp-1524251), MPID(mp-2050625), MPID(mp-2343729), MPID(mp-2192711), MPID(mp-1431770), MPID(mp-2026959), MPID(mp-1697773), MPID(mp-2287457), MPID(mp-2028483), MPID(mp-1079460)]",False,0.0136744,0.0068372,9.585070441321428e-05,-16.20891817125,,,142.66353162152456,,,
mp-1079467,YAu3,0.0,,,Y2 Au6,14.205101509417853,19.866871143825687,,,,,,,4.86804292,0.0,-43.79001614375,-0.07306409875000242,,-0.7728957912500007,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1589337), MPID(mp-2282796), MPID(mp-1696287), MPID(mp-2687646), MPID(mp-2050242), MPID(mp-1422414), MPID(mp-1524299), MPID(mp-2267113), MPID(mp-1924662), MPID(mp-2191696), MPID(mp-2050198), MPID(mp-2267125), MPID(mp-1079467)]",False,0.0,0.0,0.0,-43.79001614375,,,158.9349691506055,,,
mp-1079544,KTl,0.0,,,K4 Tl4,5.153375726001724,39.22775383505379,,,,,,,2.48469493,0.05023011152777901,-1.8048280512499986,,,-0.05340713154166865,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1702935), MPID(mp-1599133), MPID(mp-1837032), MPID(mp-2038118), MPID(mp-2287396), MPID(mp-2604557), MPID(mp-2286014), MPID(mp-2178375), MPID(mp-2038965), MPID(mp-1415746), MPID(mp-1079544), MPID(mp-2287948)]",False,0.0335765,0.008394125,0.00010699216982058043,-29.7438520975,,,313.8220306804303,,,
mp-1079582,VIr,0.0,,,V4 Ir4,14.693878544994373,13.739537433545959,,,,,,,8.09395374,0.020002028749999567,-33.81304645875,,,-0.5885818687500048,,,,False,True,True,False,,2,8,4.0,4.0,FM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1627738), MPID(mp-2035279), MPID(mp-2155288), MPID(mp-1079582), MPID(mp-2036124), MPID(mp-1399539), MPID(mp-1523747), MPID(mp-2019272), MPID(mp-2035089), MPID(mp-2035667), MPID(mp-2310350), MPID(mp-2027066), MPID(mp-1802406), MPID(mp-1760961), MPID(mp-1079851)]",True,0.910706,0.2276765,0.008285449968792737,-33.81304645875,,,109.91629946836767,,,
mp-1079681,ZrAu3,0.0,,,Zr2 Au6,15.500148663618427,18.26906774104273,,,,,,,5.42286257,0.0,-44.1882734375,-0.02041198093750296,,-0.5621053487500021,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1425707), MPID(mp-1780708), MPID(mp-2123831), MPID(mp-2050908), MPID(mp-2286807), MPID(mp-1523530), MPID(mp-2258273), MPID(mp-1589810), MPID(mp-2028267), MPID(mp-2612720), MPID(mp-1704898), MPID(mp-1079681), MPID(mp-2288123)]",False,0.0,0.0,0.0,-44.1882734375,,,146.15254192834183,,,
mp-1079689,Tl3Pt,0.0,,,Tl6 Pt2,13.001627480870473,25.806460919510634,,,,,,,6.06499379,0.19860989513889393,-52.63752174986111,,,0.11888591013889283,,,,False,False,True,False,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2110817), MPID(mp-1786280), MPID(mp-2304096), MPID(mp-1079689), MPID(mp-1755240), MPID(mp-1392702), MPID(mp-1622197)]",True,0.0040972,0.0020486,1.9845805342986635e-05,-3.1343361875,,,206.45168735608507,,,
mp-1079776,Hf2Co7,0.0,,,Hf2 Co7,11.042572326012923,12.857363972705485,,,,,,,5.45494544,0.008021956060606072,-20.549613958318478,,,-0.22267521498514498,,,,False,True,True,False,,2,9,9.0,4.0,FiM,,,,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='2.0.2',"[MPID(mp-1751696), MPID(mp-2426695), MPID(mp-2111928), MPID(mp-2048595), MPID(mp-1079776), MPID(mp-1804555), MPID(mp-1656974), MPID(mp-1401729), MPID(mp-1619047)]",True,7.5630133,7.5630133,0.06535825017437732,-7.996446468888889,,,115.71627575434937,,,
mp-1079796,Ti3Pd,0.0,,,Ti6 Pd2,6.417407539186576,16.173573029110695,,,,,,,5.84366112,0.00042632083333593584,-15.78297473,,,-0.3395435675000016,,,,False,True,True,False,,2,8,6.0,1.0,FM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1523858), MPID(mp-2311525), MPID(mp-1624029), MPID(mp-1079796), MPID(mp-1389837), MPID(mp-2024379), MPID(mp-1753631), MPID(mp-1788391), MPID(mp-2102691), MPID(mp-2027965)]",True,3.3532346,1.6766173,0.02591600039432024,-15.78297473,,,129.38858423288556,,,
